"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction","Significance","chromosome_name","start_position","end_position"
"ENSG00000136048",1674.12188888826,0.321986350387373,0.0963775291873876,3.34088612877108,0.000835114665470573,0.00741844275682065,"DRAM1",55332,"UP","Less Significant, Upregulated","19",43622368,43639850
"ENSG00000147955",1506.2038677164,-0.303114034806584,0.0907800213958996,-3.33899496988084,0.000840820868385007,0.00746356471693404,"SIGMAR1",10280,"DOWN","Less Significant, Downregulated","19",43727983,43754962
"ENSG00000005882",600.974236685451,-0.35477494031119,0.106282267332391,-3.3380445225322,0.000843702292765341,0.00748728154891209,"PDK2",5164,"DOWN","Less Significant, Downregulated","7",92604921,92836594
"ENSG00000182004",511.59168373846,0.41371506777407,0.123958213007103,3.33753655960145,0.000845246011675954,0.00749713519956902,"SNRPE",6635,"UP","Less Significant, Upregulated","7",24698355,24757940
"ENSG00000104325",5959.65583380513,0.169167335870667,0.0506872662918956,3.33747207625035,0.000845442166341905,0.00749713519956902,"DECR1",1666,"UP","Less Significant, Upregulated","7",99408641,99419616
"ENSG00000138802",2515.70453628618,-0.20881487432396,0.0625885725108324,-3.33630990366204,0.000848984674273686,0.00752481380363439,"SEC24B",10427,"DOWN","Less Significant, Downregulated","7",101205977,101218420
"ENSG00000157837",2796.06331969544,-0.170877564788487,0.0512215586978028,-3.33604773327246,0.000849785716798441,0.00753004565718618,"SPPL3",121665,"DOWN","Less Significant, Downregulated","7",129611720,129757082
"ENSG00000129187",1950.84778356059,-0.308440164763808,0.0924600530635003,-3.33592891788604,0.000850148979326983,0.0075310920798166,"DCTD",1635,"DOWN","Less Significant, Downregulated","7",38977998,39493095
"ENSG00000123473",223.601696787996,0.282546364327452,0.0847152402726813,3.33524833805573,0.000852232539853212,0.00754611256105962,"STIL",6491,"UP","Less Significant, Upregulated","7",150685697,150693641
"ENSG00000204628",40769.4522100036,-0.394026750806063,0.118148363124922,-3.33501658748709,0.000852943112603227,0.00754866275132229,"RACK1",10399,"DOWN","Less Significant, Downregulated","9",98120975,98192637
"ENSG00000187583",112.861135540233,0.328974853450752,0.0986467645724384,3.33487727526207,0.000853370523592415,0.00755057505371714,"PLEKHN1",84069,"UP","Less Significant, Upregulated","9",120952335,121050276
"ENSG00000115459",3085.11260547487,0.226341610373895,0.0679133438230274,3.33280026622911,0.000859766404427684,0.00760151796520473,"ELMOD3",84173,"UP","Less Significant, Upregulated","9",136862119,136866308
"ENSG00000094914",1629.38161388456,-0.273449076555641,0.0820639169040546,-3.33214751222935,0.000861785638062421,0.00761560160195255,"AAAS",8086,"DOWN","Less Significant, Downregulated","9",132261356,132354986
"ENSG00000069248",1885.59923629945,-0.250213876552009,0.0751226608448909,-3.33073767273283,0.000866161859886257,0.00765048972311896,"NUP133",55746,"DOWN","Less Significant, Downregulated","10",100288149,100330264
"ENSG00000174059",78.6183247356691,-0.336729895783772,0.101114930630029,-3.33016987388181,0.000867930153170679,0.00766379880194032,"CD34",947,"DOWN","Less Significant, Downregulated","10",35247025,35572669
"ENSG00000159713",555.991185861751,-0.824443331479978,0.247616741767336,-3.32951368956562,0.000869977874036646,0.00767660397223544,"TPPP3",51673,"DOWN","Less Significant, Downregulated","19",55399745,55407788
"ENSG00000184911",203.960356877856,-0.223381149157173,0.0671270228948162,-3.32773806321185,0.000875541462872243,0.00772188234645754,"DMRTC1B",728656,"DOWN","Less Significant, Downregulated","19",55385345,55403250
"ENSG00000020426",307.747723544152,0.200694753589758,0.0603134136840681,3.32753099735046,0.000876192407820922,0.00772571627508043,"MNAT1",4331,"UP","Less Significant, Upregulated","10",68282660,68333049
"ENSG00000115053",11756.0050088274,-0.358224630746071,0.107699312864936,-3.3261552113644,0.000880528820323088,0.00776012177910787,"NCL",4691,"DOWN","Less Significant, Downregulated","17",3896592,3916476
"ENSG00000187416",5449.52319506641,-0.299138012266595,0.0899372432329431,-3.32607495530865,0.000880782396778148,0.00776044228658192,"LHFPL3",375612,"DOWN","Less Significant, Downregulated","17",47649476,47685505
"ENSG00000149639",845.39166660851,-0.254170696169294,0.0764392957456855,-3.32513131746953,0.00088376899003173,0.00778483690233078,"SOGA1",140710,"DOWN","Less Significant, Downregulated","17",21123364,21193265
"ENSG00000132837",422.925129927066,0.140375187274914,0.0422221152412209,3.32468391204302,0.000885188296835215,0.00779391685549758,"DMGDH",29958,"UP","Less Significant, Upregulated","17",28328325,28335489
"ENSG00000096063",2378.66722051091,0.569247990683143,0.17124510161985,3.32417094152465,0.00088681819620086,0.00780015768435852,"SRPK1",6732,"UP","Less Significant, Upregulated","11",57338352,57372396
"ENSG00000126254",2804.12147658513,-0.350790145096936,0.105530046931997,-3.3240783577305,0.000887112665780824,0.00780082730076724,"RBM42",79171,"DOWN","Less Significant, Downregulated","11",2899721,2925246
"ENSG00000127184",1929.51897699763,0.692307247316553,0.208290539807575,3.32375751657337,0.000888133826180144,0.00780596441371812,"COX7C",1350,"UP","Less Significant, Upregulated","12",2857681,2877155
"ENSG00000162407",159.10136581172,0.189511840033871,0.0570228391259942,3.32343746713728,0.000889153552235414,0.00781108387368254,"PLPP3",8613,"UP","Less Significant, Upregulated","12",123250112,123272334
"ENSG00000129535",175.305525844725,0.23069650756023,0.0694237019299019,3.32302226973098,0.000890478051434748,0.00782079641633743,"NRL",4901,"UP","Less Significant, Upregulated","12",6913745,6923698
"ENSG00000269404",631.191034037086,-0.73798107460726,0.222086142107703,-3.32294967891048,0.000890709807299426,0.00782090931314669,"SPIB",6689,"DOWN","Less Significant, Downregulated","12",8602170,8612867
"ENSG00000177689",24.1351261519952,0.664333512224021,0.200029448250121,3.32117854663742,0.00089638173644831,0.00786684516822039,"MAGEB10",139422,"UP","Less Significant, Upregulated","6",89254464,89315299
"ENSG00000115355",263.405084966348,0.211990028823841,0.0638325680158035,3.32103243553287,0.000896851138857643,0.00786903179987865,"CCDC88A",55704,"UP","Less Significant, Upregulated","6",35452356,35467103
"ENSG00000173124",46.7110367140799,0.24822679838185,0.0747695161675584,3.31989306745779,0.000900519341559835,0.00789152686662982,"ACSM6",142827,"UP","Less Significant, Upregulated","6",36027677,36111236
"ENSG00000125633",837.34871921896,0.393324536107981,0.118488706457042,3.31951076072032,0.000901753293000114,0.00789846571520178,"CCDC93",54520,"UP","Less Significant, Upregulated","6",17393505,17557790
"ENSG00000106459",2192.1679139256,-0.121440332602283,0.0365871556367402,-3.31920671308852,0.000902735770188431,0.00790513323463045,"NRF1",4899,"DOWN","Less Significant, Downregulated","6",63521746,63583436
"ENSG00000182670",5983.29451267803,-0.318134934505198,0.0959010339857048,-3.31732538517384,0.00090883704955481,0.007954661956515,"TTC3",7267,"DOWN","Less Significant, Downregulated","6",170290703,170407065
"ENSG00000100284",8939.12749632419,0.33704790759129,0.101612193470659,3.31700257694578,0.00090988777274315,0.00795800987627106,"TOM1",10043,"UP","Less Significant, Upregulated","5",138178719,138187723
"ENSG00000145907",4969.51756507721,-0.302188335281375,0.0911261088529584,-3.31615537067415,0.000912650739733085,0.00797746256868327,"G3BP1",10146,"DOWN","Less Significant, Downregulated","5",128538013,129033642
"ENSG00000060138",14767.2394943034,-0.807781415998644,0.243607132609481,-3.31591857490303,0.000913424383402115,0.00798112652731494,"YBX3",8531,"DOWN","Less Significant, Downregulated","5",1877413,1887236
"ENSG00000105810",2358.91423035065,-0.297308169385526,0.0896649682251786,-3.31576729764612,0.000913918944668235,0.00798349536799675,"CDK6",1021,"DOWN","Less Significant, Downregulated","5",168291651,168472303
"ENSG00000187535",491.537480769467,-0.224105083292425,0.0676020610705596,-3.31506288038342,0.000916225121566313,0.00799972901840694,"IFT140",9742,"DOWN","Less Significant, Downregulated","3",136250340,136337896
"ENSG00000175336",10.746993373464,0.528926155081859,0.159603856495706,3.31399357568837,0.000919736203855389,0.00802450185380839,"APOF",319,"UP","Less Significant, Upregulated","3",52316319,52400491
"ENSG00000115145",2373.54289213666,0.300153483987812,0.0906015869288868,3.31289433399663,0.000923358577734902,0.00805241522760562,"STAM2",10254,"UP","Less Significant, Upregulated","2",231453531,231483641
"ENSG00000197168",249.150325053533,0.151331630052037,0.045679698223305,3.31288594141436,0.000923386284916599,0.00805241522760562,"NEK5",341676,"UP","Less Significant, Upregulated","2",152116801,152175763
"ENSG00000157119",27.120696404162,-0.345979292932443,0.1044422402346,-3.31263760864663,0.000924206476798344,0.00805760102563475,"KLHL40",131377,"DOWN","Less Significant, Downregulated","2",55287842,55419895
"ENSG00000143294",3295.26761032722,-0.199471047805266,0.0602192264469392,-3.31241464851804,0.000924943443146558,0.00806009252115616,"PRCC",5546,"DOWN","Less Significant, Downregulated","2",58159243,58241372
"ENSG00000180182",2228.75941329944,-0.223702755098063,0.0675387923432359,-3.31221135789923,0.000925615868968145,0.00806398531248327,"MED14",9282,"DOWN","Less Significant, Downregulated","2",85354394,85391752
"ENSG00000080561",63.7271719360153,-0.247255714878349,0.0746562556530045,-3.31192225910138,0.00092657290321822,0.00806738454923796,"MID2",11043,"DOWN","Less Significant, Downregulated","2",99318982,99340702
"ENSG00000122707",613.582978653305,-0.292991034904233,0.0884701994157638,-3.31174832699684,0.000927149130664078,0.00806947238498567,"RECK",8434,"DOWN","Less Significant, Downregulated","2",102064544,102179874
"ENSG00000203710",15240.0965286049,0.657275545013899,0.198490972494862,3.31136240984921,0.000928428838672026,0.008076675322151,"CR1",1378,"UP","Less Significant, Upregulated","2",106093303,106194339
"ENSG00000113396",348.5365382353,0.239615864408877,0.0723733418846286,3.31083045454572,0.000930195494581682,0.00808613737966286,"SLC27A6",28965,"UP","Less Significant, Upregulated","1",54026681,54053504
"ENSG00000053371",1146.22492052106,-0.352840852740424,0.106592841864021,-3.3101739907689,0.000932379944097764,0.00809921484141136,"AKR7A2",8574,"DOWN","Less Significant, Downregulated","1",6101787,6180321
"ENSG00000069188",1069.64798852997,-0.172210545687782,0.052067926587889,-3.30742084375294,0.000941593183552986,0.008169315508009,"SDK2",54549,"DOWN","Less Significant, Downregulated","1",33145399,33182059
"ENSG00000203801",61.3890635479014,0.350993120398386,0.106128293435361,3.3072530334445,0.000942157468500681,0.00817024321227969,"LINC00222",387111,"UP","Less Significant, Upregulated","1",200027614,200177420
"ENSG00000169688",5.93457657528794,1.05118506735856,0.317838968428367,3.30728819237114,0.000942039215900276,0.00817024321227969,"MT1B",4490,"UP","Less Significant, Upregulated","1",43978943,43991170
"ENSG00000116525",1158.65650488734,-0.175532026139147,0.0530837876820975,-3.30669746458851,0.000944027880413627,0.00818447661039021,"TRIM62",55223,"DOWN","Less Significant, Downregulated","1",27891524,27914746
"ENSG00000008130",53021.6282448765,0.478569207482306,0.144763962824726,3.30585871058073,0.000946858198232426,0.00820412549734866,"NADK",65220,"UP","Less Significant, Upregulated","11",1752755,1764573
"ENSG00000225190",8865.9870434509,0.260169496172475,0.0787004009092557,3.30582173872863,0.000946983137904889,0.00820412549734866,"PLEKHM1",9842,"UP","Less Significant, Upregulated","14",75079353,75127344
"ENSG00000276966",61.5762664083532,0.636307217398023,0.192526031303313,3.30504510528014,0.000949611162159672,0.00822489881251898,"HIST1H4E",8367,"UP","Less Significant, Upregulated","1",175067833,175148075
"ENSG00000138621",6066.27333012863,0.295438922089919,0.0893931024280358,3.30494091899044,0.000949964228181309,0.00822596266225444,"PPCDC",60490,"UP","Less Significant, Upregulated","13",41061509,41084006
"ENSG00000124380",348.17860961149,0.265871859912801,0.0804491284516243,3.30484450273038,0.000950291071489157,0.00822679898283611,"SNRNP27",11017,"UP","Less Significant, Upregulated","5",138465479,138469303
"ENSG00000205456",9.9183082272786,-0.804535572971558,0.243459987282304,-3.3045905487486,0.000951152453481289,0.00823026758488241,"TP53TG3D",729264,"DOWN","Less Significant, Downregulated","9",36036913,36124455
"ENSG00000145428",2668.40106265984,0.71961511418496,0.21779582525395,3.30408130342209,0.000952881933292605,0.00824124079222421,"RNF175",285533,"UP","Less Significant, Upregulated","1",47250139,47314147
"ENSG00000116209",10533.4641215024,0.215720909567577,0.0652964718222995,3.30371463491394,0.000954129002295006,0.00825002928218683,"TMEM59",9528,"UP","Less Significant, Upregulated","20",46021690,46060152
"ENSG00000165186",100.75546505108,0.213403914384226,0.0646125986787449,3.30282203081282,0.000957171142503622,0.00827433113461636,"PTCHD1",139411,"UP","Less Significant, Upregulated","20",49219295,49244077
"ENSG00000111886",520.547392556698,0.462357345083415,0.139992860735888,3.3027208862865,0.000957516425625833,0.0082753137045863,"GABRR2",2570,"UP","Less Significant, Upregulated","2",69893956,69905575
"ENSG00000172086",2051.76467814056,0.356896732829905,0.108066349846264,3.30257044248863,0.000958030218040723,0.00827775178480265,"KRCC1",51315,"UP","Less Significant, Upregulated","19",43460787,43465608
"ENSG00000139266",1209.66369996345,-0.423265886437774,0.128169455577988,-3.30239279342359,0.000958637250084697,0.00828099411775291,"MARCH9",92979,"DOWN","Less Significant, Downregulated","6",5997999,6007605
"ENSG00000229117",8291.20345091441,0.588088042234899,0.178107720568123,3.30186720911946,0.00096043527374042,0.00829452053666853,"RPL41",6171,"UP","Less Significant, Upregulated","9",132670035,132694953
"ENSG00000106560",5683.99826999237,0.424756917583461,0.128698672527071,3.30039859186671,0.000965475983594203,0.00833603816864516,"GIMAP2",26157,"UP","Less Significant, Upregulated","9",132592997,132670401
"ENSG00000182175",288.968044083527,0.200464870475657,0.0607436255999194,3.30017954140562,0.000966229923077296,0.00834053217968245,"RGMA",56963,"UP","Less Significant, Upregulated","20",63520765,63522206
"ENSG00000168758",1268.13834383781,-0.499456432699203,0.151355183978999,-3.29989643941436,0.000967205126234995,0.00834693351452268,"SEMA4C",54910,"DOWN","Less Significant, Downregulated","2",117915478,118014133
"ENSG00000130270",465.6416228162,0.221654123765751,0.0671858303027173,3.29912010861591,0.000969884036746979,0.00836399151940528,"ATP8B3",148229,"UP","Less Significant, Upregulated","20",35699272,35700984
"ENSG00000134909",540.506644546759,-0.19738768299109,0.0598435697023057,-3.29839419628548,0.000972395181533613,0.0083801804626469,"ARHGAP32",9743,"DOWN","Less Significant, Downregulated","19",35629030,35637686
"ENSG00000141384",829.619174088317,-0.25094103092277,0.0760802223158486,-3.29837404892146,0.00097246496300196,0.0083801804626469,"TAF4B",6875,"DOWN","Less Significant, Downregulated","19",49642209,49658642
"ENSG00000197380",106.697706306302,0.245132259503117,0.074338176751669,3.29752854071193,0.000975397610060177,0.00840260121226958,"DACT3",147906,"UP","Less Significant, Upregulated","1",27534035,27604431
"ENSG00000105205",3888.86637602919,-0.911530106576029,0.276445633274548,-3.29732141462606,0.000976117275128322,0.00840557194644123,"CLC",1178,"DOWN","Less Significant, Downregulated","5",86617928,86620962
"ENSG00000230989",2445.81532861825,0.201363590297098,0.0610713057893252,3.29718822439678,0.000976580307821332,0.00840753282839531,"HSBP1",3281,"UP","Less Significant, Upregulated","4",182890060,182917936
"ENSG00000185624",9410.00167428918,-0.236366503291038,0.0716973177946306,-3.29672727741483,0.00097818434960517,0.00841931352510083,"P4HB",5034,"DOWN","Less Significant, Downregulated","14",24080107,24115014
"ENSG00000110628",3226.40980929202,0.456803193999485,0.138613777546861,3.29551074996895,0.000982429446744521,0.0084477110164352,"SLC22A18",5002,"UP","Less Significant, Upregulated","3",20160593,20186206
"ENSG00000103932",1110.51293133204,-0.301555483298041,0.0915113961909885,-3.29527792001644,0.000983243853879384,0.00845267959850882,"RPAP1",26015,"DOWN","Less Significant, Downregulated","19",1782075,1812276
"ENSG00000167654",178.722359951536,0.148652284486805,0.0451187576577785,3.2946892202644,0.000985305833950629,0.00846836825484438,"ATCAY",85300,"UP","Less Significant, Upregulated","11",8391868,8594289
"ENSG00000152926",3619.07720771015,0.730156906121976,0.221638357494269,3.29436165461953,0.000986454898573247,0.00847416701520196,"ZNF117",51351,"UP","Less Significant, Upregulated","11",1852970,1892267
"ENSG00000109016",1601.3818117597,0.228900219447205,0.0695067743854675,3.29320733800392,0.000990514012938308,0.00850086107476816,"DHRS7B",25979,"UP","Less Significant, Upregulated","19",39125770,39182816
"ENSG00000167674",1964.80095233695,-0.258792470131942,0.0785879584291462,-3.29302955955098,0.00099114053720615,0.0085041952721665,"HDGFL2",84717,"DOWN","Less Significant, Downregulated","9",94318196,94328644
"ENSG00000197483",336.216016117791,-0.352978468800888,0.107210030800037,-3.29240152406303,0.000993356789611684,0.00851911939012152,"ZNF628",89887,"DOWN","Less Significant, Downregulated","X",77899440,77907376
"ENSG00000206077",198.446314556754,-0.4020490220293,0.122120459326857,-3.29223312985754,0.00099395180956458,0.00851960602519181,"ZDHHC11B",653082,"DOWN","Less Significant, Downregulated","5",139526431,139628434
"ENSG00000037280",475.397445025068,-0.490548005264569,0.149000830475981,-3.29225014181143,0.000993891682942975,0.00851960602519181,"FLT4",2324,"DOWN","Less Significant, Downregulated","3",12287368,12434356
"ENSG00000104687",3204.29708275955,-0.21644563608478,0.0657453228423488,-3.29218302880338,0.000994128905033158,0.00851960602519181,"GSR",2936,"DOWN","Less Significant, Downregulated","8",132061486,132111159
"ENSG00000167476",193.739858268643,0.469996249542406,0.142784363255111,3.29165070199367,0.000996012360386623,0.00853165418650042,"JSRP1",126306,"UP","Less Significant, Upregulated","5",78997564,79236038
"ENSG00000108424",21987.6589225748,0.403713773023601,0.122655559853579,3.29144291139788,0.000996748451992367,0.00853591291773329,"KPNB1",3837,"UP","Less Significant, Upregulated","13",36301638,36370180
"ENSG00000080546",1693.02688711979,-0.446245825683282,0.135583621932347,-3.29129594949122,0.000997269363921833,0.00853832730270771,"SESN1",27244,"DOWN","Less Significant, Downregulated","12",92140278,92145846
"ENSG00000108106",475.908655357742,0.442994817208784,0.134680925112446,3.28921721349126,0.00100466456676894,0.00859546351568983,"UBE2S",27338,"UP","Less Significant, Upregulated","11",9664077,9752993
"ENSG00000144712",322.867404436444,-0.147830576388907,0.0449598023242736,-3.28806108449222,0.00100879948726708,0.00862877378048315,"CAND2",23066,"DOWN","Less Significant, Downregulated","14",91060333,91225632
"ENSG00000042493",10234.4932309914,0.513983448099842,0.156333162442537,3.28774420007506,0.00100993557879632,0.00863642373366083,"CAPG",822,"UP","Less Significant, Upregulated","8",22713251,23000000
"ENSG00000079156",450.905618650213,0.384820223137067,0.117085456120488,3.2866611779781,0.00101382736806251,0.00866141181399742,"OSBPL6",114880,"UP","Less Significant, Upregulated","5",55935095,55995022
"ENSG00000136738",986.822512078878,-0.178768338604068,0.0543949289645005,-3.28648905343248,0.00101444716646016,0.00866463503784094,"STAM",8027,"DOWN","Less Significant, Downregulated","10",11742366,11764070
"ENSG00000149646",173.903282935712,0.165399145392351,0.0503405184324186,3.28560671488508,0.00101762986501678,0.00868559001847101,"CNBD2",140894,"UP","Less Significant, Upregulated","18",36777647,36829216
"ENSG00000215912",419.526234014228,-0.274247624955664,0.0834857939408223,-3.28496157262468,0.00101996281537756,0.00870342284877224,"TTC34",100287898,"DOWN","Less Significant, Downregulated","11",128965060,129279324
"ENSG00000151062",1631.72370950019,-0.276674824452923,0.0842351911119709,-3.28455151345414,0.00102144823515408,0.00871401684469555,"CACNA2D4",93589,"DOWN","Less Significant, Downregulated","11",125591712,125625215
"ENSG00000169385",2997.91060281766,0.872511895723474,0.265697513530822,3.28385419994628,0.00102397881825118,0.00872726985173618,"RNASE2",6036,"UP","Less Significant, Upregulated","9",87726109,87731469
"ENSG00000102934",280.837336102012,-0.365434085627478,0.111331088695858,-3.28240826446776,0.00102924468594602,0.00877005822548997,"PLLP",51090,"DOWN","Less Significant, Downregulated","12",52360006,52367481
"ENSG00000036448",1199.46402050517,-1.00883920823874,0.307373847982894,-3.28212440602587,0.00103028139176287,0.008776798656391,"MYOM2",9172,"DOWN","Less Significant, Downregulated","12",62260338,62417431
"ENSG00000106397",1492.52961737988,-0.304040920544966,0.0926441469619989,-3.28181466951905,0.00103141371175801,0.00877807267596242,"PLOD3",8985,"DOWN","Less Significant, Downregulated","16",57512181,57536571
"ENSG00000111674",2092.26908166251,-0.419026347455223,0.127680054963713,-3.28184654662243,0.00103129712381702,0.00877807267596242,"ENO2",2026,"DOWN","Less Significant, Downregulated","12",101877580,102012130
"ENSG00000167553",442.133744003829,0.322428110710625,0.0982465817769536,3.28182522871507,0.00103137509099712,0.00877807267596242,"TUBA1C",84790,"UP","Less Significant, Upregulated","7",4905989,4959213
"ENSG00000243566",315.584930121058,0.450324514326663,0.137225096501204,3.28164837051298,0.00103202213481798,0.00878115904567201,"UPK3B",105375355,"UP","Less Significant, Upregulated","10",17644151,17716824
"ENSG00000096717",1473.96952301482,-0.278832938993093,0.0849750446649401,-3.28135089651959,0.00103311130441138,0.00878624153392283,"SIRT1",23411,"DOWN","Less Significant, Downregulated","9",128455186,128501292
"ENSG00000171130",144.44483123897,-0.455858489796975,0.138934909951515,-3.28109393064751,0.00103405301403522,0.00879215756436231,"ATP6V0E2",155066,"DOWN","Less Significant, Downregulated","9",34989641,34998900
"ENSG00000174885",4254.30573844671,0.634648774399707,0.193519411227169,3.27950963872406,0.00103987657904771,0.00883536514059843,"NLRP6",171389,"UP","Less Significant, Upregulated","8",63048553,63086053
"ENSG00000171102",16.259561848084,-0.425855450262314,0.129866624986499,-3.27917546410855,0.00104110881278048,0.0088395284370297,"OBP2B",29989,"DOWN","Less Significant, Downregulated","15",69452814,69456205
"ENSG00000171848",1529.7860334003,0.571952942055283,0.174428028878002,3.27901969502456,0.00104168365646326,0.00884230783514357,"RRM2",6241,"UP","Less Significant, Upregulated","2",201790461,201895550
"ENSG00000182261",17.4425889549526,0.516255345399877,0.157450351018499,3.27884531257236,0.00104232753856968,0.00884567180475477,"NLRP10",338322,"UP","Less Significant, Upregulated","15",75023586,75117462
"ENSG00000150316",1386.39924057623,0.313896160224825,0.095738665062704,3.27867701120794,0.0010429493163532,0.0088483625090602,"CWC15",51503,"UP","Less Significant, Upregulated","4",76001275,76007509
"ENSG00000139174",239.121152843316,0.148653458611257,0.0453401772720519,3.27862543896335,0.00104313991514111,0.0088483625090602,"PRICKLE1",144165,"UP","Less Significant, Upregulated","4",109433772,109540896
"ENSG00000058673",10.8513210201538,0.807220811803775,0.246314180335967,3.27719991883027,0.00104842107497439,0.00888261516876571,"ZC3H11A",9877,"UP","Less Significant, Upregulated","12",32399529,32646050
"ENSG00000277775",14.2998258634997,0.61906337693592,0.188899491869213,3.27721038743998,0.00104838220164689,0.00888261516876571,"HIST1H3F",8968,"UP","Less Significant, Upregulated","12",42456757,42590355
"ENSG00000163393",2517.79467478795,0.476321603193833,0.145399609721134,3.2759482924843,0.00105307839140655,0.0089093972929607,"SLC22A15",55356,"UP","Less Significant, Upregulated","12",57755103,57760411
"ENSG00000148248",7548.54052739905,-0.183628918390866,0.0560527394037677,-3.27600257086673,0.00105287602449425,0.0089093972929607,"SURF4",6836,"DOWN","Less Significant, Downregulated","15",45023181,45077185
"ENSG00000108187",305.862638565906,0.22783253395346,0.0695579368719293,3.27543547435784,0.00105499211591826,0.00891947865651984,"PBLD",64081,"UP","Less Significant, Upregulated","15",51723011,51751585
"ENSG00000147485",1386.21956735392,-0.255580137995901,0.0780317038664398,-3.27533714287921,0.00105535943481568,0.00892024648381702,"PXDNL",137902,"DOWN","Less Significant, Downregulated","16",85899162,85922606
"ENSG00000047315",5472.29267368977,-0.199388689056383,0.0608860298960595,-3.27478551971225,0.00105742222712186,0.00893556795899004,"POLR2B",5431,"DOWN","Less Significant, Downregulated","17",17246616,17281273
"ENSG00000104368",150.290687474819,-0.19668303822881,0.0600614052511595,-3.27469924165673,0.00105774520065651,0.00893618362001792,"PLAT",5327,"DOWN","Less Significant, Downregulated","18",26225936,26391685
"ENSG00000102996",136.503438800663,-0.260937018844346,0.0797034821067365,-3.27384716385298,0.00106093977636339,0.00896105350588918,"MMP15",4324,"DOWN","Less Significant, Downregulated","18",36108531,36129385
"ENSG00000104093",853.458805167904,0.539734708191722,0.164876722174983,3.27356524967123,0.00106199868122011,0.00896510845878992,"DMXL2",23312,"UP","Less Significant, Upregulated","17",79792132,79801683
"ENSG00000173818",618.447218143169,-0.239212434318393,0.0730873505558888,-3.27296628621762,0.00106425170898002,0.00898053496892728,"ENDOV",284131,"DOWN","Less Significant, Downregulated","18",50266882,50281774
"ENSG00000158006",1603.10852875941,-0.294757585316009,0.0900621157912383,-3.27282545747925,0.00106478208422796,0.00898140726628331,"PAFAH2",5051,"DOWN","Less Significant, Downregulated","19",41844743,41852333
"ENSG00000264364",5048.57037161178,-0.22126024458661,0.0676056841832966,-3.27280534557888,0.00106485784762584,0.00898140726628331,"DYNLL2",140735,"DOWN","Less Significant, Downregulated","1",161314257,161375340
"ENSG00000132170",533.343954093012,0.167481758509874,0.0511864502283671,3.27199400940402,0.00106791838825384,0.0090029703104137,"PPARG",5468,"UP","Less Significant, Upregulated","1",156750610,156800815
"ENSG00000125484",793.987550919659,-0.288846100693701,0.088302581099263,-3.27109465089137,0.00107132047695807,0.0090268894877173,"GTF3C4",9329,"DOWN","Less Significant, Downregulated","1",182598623,182604389
"ENSG00000186951",1010.22936480222,-0.210093018849901,0.0642281301574094,-3.2710436740881,0.00107151361166058,0.0090268894877173,"PPARA",5465,"DOWN","Less Significant, Downregulated","1",151291797,151327715
"ENSG00000151320",3270.95242512936,-0.332134492488367,0.101563852605087,-3.27020375821911,0.00107470042325541,0.00904733664516238,"AKAP6",9472,"DOWN","Less Significant, Downregulated","1",154220179,154271510
"ENSG00000175567",17872.3171121664,-0.413529404866414,0.12645700715608,-3.2701185499038,0.00107502421028032,0.00904793050291996,"UCP2",7351,"DOWN","Less Significant, Downregulated","1",226360691,226408093
"ENSG00000007306",196.308545246552,0.333160270576216,0.101886221201863,3.26992469291936,0.00107576119262251,0.00905200091616036,"CEACAM7",1087,"UP","Less Significant, Upregulated","2",74518131,74526281
"ENSG00000140263",1380.53519313214,-0.347847088606289,0.106405716276113,-3.26906392607384,0.00107903920120769,0.0090774458631383,"SORD",6652,"DOWN","Less Significant, Downregulated","2",196639554,196763490
"ENSG00000269964",366.878091230579,0.211014583152881,0.0645616677701846,3.26841902387054,0.00108150119641868,0.00909387496955678,"MEI4",101928601,"UP","Less Significant, Upregulated","2",231781671,231809254
"ENSG00000204669",20.5692857671406,0.402359972101031,0.123136847652619,3.26758382865321,0.0010846973809307,0.0091184252686377,"C9orf57",138240,"UP","Less Significant, Upregulated","3",12796472,12871916
"ENSG00000012963",1288.87438260722,-0.192270008222611,0.0588510598451958,-3.26706109844692,0.00108670224485465,0.00912901429677095,"UBR7",55148,"DOWN","Less Significant, Downregulated","4",47593999,47838106
"ENSG00000176444",3107.37872526927,-0.198185133486655,0.0606777877826708,-3.26618917282372,0.00109005403036194,0.00915286730828943,"CLK2",1196,"DOWN","Less Significant, Downregulated","4",153710125,153760235
"ENSG00000141644",5316.58783814002,-0.122707807534,0.0375732965051493,-3.26582490618526,0.00109145714405352,0.00916249549876508,"MBD1",4152,"DOWN","Less Significant, Downregulated","5",151771045,151812785
"ENSG00000171316",2513.58343906292,0.427216642948485,0.130827261600121,3.26550168308415,0.00109270356115002,0.00917080404810148,"CHD7",55636,"UP","Less Significant, Upregulated","5",137617500,137736089
"ENSG00000163563",135446.225137254,0.419727089811186,0.128561341937802,3.26480016064433,0.00109541331137183,0.00918491593257281,"MNDA",4332,"UP","Less Significant, Upregulated","7",143390289,143408856
"ENSG00000183161",695.22840756471,-0.350186896645727,0.107256420467977,-3.26495043483464,0.00109483232915913,0.00918491593257281,"FANCF",2188,"DOWN","Less Significant, Downregulated","X",71283192,71301168
"ENSG00000141424",1296.48828607556,-0.250163533104053,0.0766285490054587,-3.26462573480587,0.00109608802495516,0.00918841692998548,"SLC39A6",25800,"DOWN","Less Significant, Downregulated","8",51319577,51809445
